1582803906.000000, IBI
43.283231,0.703157
43.986388,0.703157
44.595791,0.609403
45.330200,0.734409
64.534204,0.765660
74.925305,0.812537
78.409839,0.812537
81.659988,0.625029
82.363145,0.703157
83.019425,0.656280
83.753834,0.734409
84.488242,0.734409
85.128897,0.640654
85.769551,0.640654
151.038164,0.671906
151.756947,0.718783
152.413227,0.656280
158.007233,0.609403
158.647887,0.640654
159.257290,0.609403
171.492225,0.593777
196.165229,0.796911
196.884012,0.718783
205.712541,0.687531
212.650359,1.078174
225.822837,0.640654
226.588497,0.765660
494.819525,0.484397
502.523003,0.546900
503.116780,0.593777
523.305204,0.515649
527.633527,0.515649
590.870797,0.531274
601.043137,0.531274
601.511909,0.468771
684.281322,0.796911
685.109485,0.828163
686.047028,0.937543
689.875329,0.859414
690.640989,0.765660
691.516029,0.875040
692.422320,0.906291
693.359863,0.937543
702.313398,0.687531
703.047807,0.734409
703.782215,0.734409
704.563501,0.781286
705.219781,0.656280
757.065904,0.750034
757.737810,0.671906
758.472219,0.734409
816.099856,0.625029
816.693633,0.593777
817.365539,0.671906
818.099948,0.734409
829.631726,0.750034
830.428637,0.796911
831.038040,0.609403
831.772449,0.734409
837.522712,0.812537
838.303998,0.781286
838.991529,0.687531
839.850943,0.859414
850.773318,0.765660
851.570230,0.796911
852.539024,0.968794
853.273433,0.734409
854.289104,1.015671
855.101641,0.812537
855.789173,0.687531
856.554833,0.765660
857.336119,0.781286
858.070527,0.734409
858.789310,0.718783
859.508093,0.718783
860.258127,0.750034
860.976910,0.718783
861.742570,0.765660
862.430102,0.687531
868.524131,0.703157
869.274165,0.750034
870.008574,0.734409
870.821111,0.812537
871.555520,0.734409
872.352431,0.796911
873.149343,0.796911
873.915003,0.765660
874.665037,0.750034
875.446323,0.781286
876.227608,0.781286
876.977643,0.750034
877.727677,0.750034
878.524589,0.796911
879.337126,0.812537
880.180914,0.843789
880.993452,0.812537
881.743486,0.750034
882.477895,0.734409
883.212303,0.734409
883.962337,0.750034
884.696746,0.734409
885.415529,0.718783
886.103060,0.687531
886.790592,0.687531
887.493749,0.703157
888.212532,0.718783
892.634609,0.765660
893.415895,0.781286
894.165930,0.750034
894.947215,0.781286
895.712875,0.765660
896.478535,0.765660
897.228570,0.750034
897.931727,0.703157
898.775516,0.843789
899.650556,0.875040
900.556847,0.906291
901.447513,0.890666
902.306927,0.859414
903.135090,0.828163
903.869499,0.734409
904.619533,0.750034
905.353942,0.734409
906.088350,0.734409
906.807133,0.718783
907.510290,0.703157
908.338453,0.828163
909.229119,0.890666
910.135411,0.906291
911.041702,0.906291
911.947994,0.906291
912.791782,0.843789
913.588694,0.796911
914.354354,0.765660
915.135639,0.781286
915.932551,0.796911
916.713837,0.781286
917.479497,0.765660
918.276408,0.796911
919.088945,0.812537
919.917108,0.828163
920.667143,0.750034
921.526557,0.859414
922.370346,0.843789
923.198509,0.828163
923.995420,0.796911
924.776706,0.781286
925.542366,0.765660
926.323652,0.781286
927.073686,0.750034
927.808095,0.734409
928.620632,0.812537
929.433169,0.812537
930.245706,0.812537
931.011366,0.765660
931.823903,0.812537
932.620815,0.796911
933.370849,0.750034
934.136509,0.765660
934.902169,0.765660
935.620952,0.718783
936.433489,0.812537
937.167898,0.734409
937.917932,0.750034
938.761721,0.843789
939.496130,0.734409
940.293041,0.796911
941.105578,0.812537
948.527793,0.718783
949.277827,0.750034
950.059113,0.781286
950.840399,0.781286
951.590433,0.750034
952.371719,0.781286
953.121753,0.750034
953.918665,0.796911
954.653073,0.734409
955.340605,0.687531
956.043762,0.703157
956.778171,0.734409
957.575082,0.796911
958.418871,0.843789
959.200156,0.781286
959.965816,0.765660
960.684599,0.718783
961.434634,0.750034
962.200294,0.765660
963.012831,0.812537
963.794117,0.781286
964.591028,0.796911
965.403565,0.812537
966.200477,0.796911
966.997388,0.796911
967.763048,0.765660
968.528708,0.765660
969.278743,0.750034
970.060029,0.781286
970.825689,0.765660
971.575723,0.750034
972.357009,0.781286
973.107043,0.750034
973.857077,0.750034
974.591486,0.734409
975.310269,0.718783
976.044677,0.734409
976.763460,0.718783
977.466618,0.703157
978.185400,0.718783
978.888558,0.703157
979.591715,0.703157
980.247995,0.656280
980.904275,0.656280
981.591806,0.687531
982.232461,0.640654
982.873115,0.640654
983.576272,0.703157
984.232552,0.656280
984.982587,0.750034
991.436007,0.781286
992.123538,0.687531
992.889199,0.765660
993.639233,0.750034
994.436144,0.796911
995.279933,0.843789
1009.264948,0.781286
1009.968105,0.703157
1010.718140,0.750034
1011.436923,0.718783
1012.124454,0.687531
1012.936991,0.812537
1013.687026,0.750034
1014.437060,0.750034
1015.171468,0.734409
1016.015257,0.843789
1016.734040,0.718783
1017.530951,0.796911
1018.265360,0.734409
1019.077897,0.812537
1019.734177,0.656280
1026.578241,0.828163
1027.265772,0.687531
1028.093935,0.828163
1028.875221,0.781286
1029.625255,0.750034
1030.359664,0.734409
1031.234704,0.875040
1031.890984,0.656280
1032.625392,0.734409
1033.359801,0.734409
1034.109835,0.750034
1034.922373,0.812537
1035.625530,0.703157
1036.391190,0.765660
1037.078721,0.687531
1037.891258,0.812537
1044.672819,0.750034
1045.375976,0.703157
1046.126010,0.750034
1046.907296,0.781286
1047.688582,0.781286
1048.407365,0.718783
1049.282405,0.875040
1049.985562,0.703157
1050.766848,0.781286
1051.532508,0.765660
1052.235665,0.703157
1052.970074,0.734409
1053.688857,0.718783
1054.423265,0.734409
1055.126422,0.703157
1055.907708,0.781286
1056.720245,0.812537
1057.517157,0.796911
1058.235940,0.718783
1059.048477,0.812537
1059.814137,0.765660
1060.595423,0.781286
1061.314206,0.718783
1062.048614,0.734409
