47,54,29
46,52,26
50,49,23
48,51,28
45,52,30
59,45,25
53,42,27
35,40,36
23,39,28
38,36,25
27,36,11
70,56,19
62,61,13
70,43,20
48,26,20
45,16,22
38,14,29
28,13,32
57,14,40
52,26,29
66,4,6
44,3,10
55,2,33
33,4,42
29,1,40
42,1,40
37,-5,31
39,-12,13
4,-19,57
18,-21,51
58,-7,44
57,-1,28
35,7,21
64,13,24
62,10,24
75,18,24
75,26,60
67,20,53
55,23,49
42,20,52
41,28,55
37,24,45
34,23,38
51,19,40
57,27,36
72,36,20
87,35,16
86,46,-17
72,46,-25
54,36,-29
38,40,-16
29,38,0
24,31,8
15,23,11
13,23,10
16,30,7
26,38,14
54,32,37
83,25,51
93,28,55
106,39,72
102,41,65
90,51,76
77,46,71
35,37,38
34,39,40
28,29,36
25,26,32
33,22,25
32,23,22
30,28,21
34,37,27
32,56,27
30,58,30
27,64,36
17,68,34
19,55,36
19,49,31
33,30,32
41,35,17
43,36,19
37,37,16
31,38,14
35,39,20
39,38,21
52,39,20
52,38,19
56,36,21
58,37,21
54,39,18
56,40,18
58,48,17
56,51,17
48,51,15
44,51,15
36,48,13
33,48,13
39,47,13
43,47,12
57,41,12
62,27,12
63,20,11
68,20,17
62,26,22
46,43,25
39,49,21
15,54,18
2,51,8
27,72,11
23,43,18
37,69,27
46,67,17
43,62,10
38,59,9
37,52,9
39,48,7
42,47,8
40,49,5
38,51,11
31,53,9
28,57,5
19,65,3
27,69,6
28,68,0
25,62,-3
38,61,8
35,60,6
41,69,-4
46,68,1
47,61,-13
49,56,-13
48,49,-23
50,49,-25
50,46,-16
61,46,-8
36,54,-24
24,54,-25
47,55,7
46,48,8
23,53,5
20,52,0
14,50,-10
21,50,-11
27,55,-22
32,56,-29
29,57,-24
12,52,-28
20,54,-33
20,51,-31
20,50,-42
42,60,-44
35,55,-43
17,46,-24
15,45,-21
28,43,-27
25,44,-33
29,45,-17
29,48,-26
39,51,-32
18,53,-38
30,61,-31
28,62,-36
29,48,-43
49,60,-38
17,52,-30
12,46,-7
7,47,-10
1,59,-28
-14,67,-38
-1,84,-17
-12,86,-17
-4,73,-19
-3,59,-24
23,43,-37
32,44,-29
12,30,-25
-1,38,-31
33,32,-36
27,39,-29
19,45,-29
23,50,-31
29,61,-38
29,69,-43
25,69,-26
22,69,-23
30,58,-13
34,31,1
35,22,-10
43,62,-29
28,65,-29
3,71,-32
5,71,-18
0,57,-16
4,69,-16
22,75,-7
30,79,-5
9,65,-45
35,51,-39
30,70,-15
37,53,-16
33,52,-36
40,54,-47
35,71,-11
14,61,-36
0,53,-13
-1,39,-21
-10,47,-39
15,92,-21
14,100,-19
27,67,-10
19,48,-16
21,28,-11
7,31,-5
2,35,-15
1,41,-17
-5,54,-30
0,59,-35
-9,66,-46
-2,64,-45
13,73,-47
18,72,-40
10,58,2
17,58,11
44,70,0
40,77,-5
17,72,-4
18,63,-2
17,48,-11
20,33,-1
24,31,-7
27,31,-20
29,30,-13
29,36,-2
29,34,-21
36,60,-15
18,80,5
6,105,-8
3,91,-16
10,101,-26
15,107,-24
14,74,-18
5,61,-28
6,53,-14
6,48,-10
9,45,-13
18,45,-1
16,38,-7
18,32,-5
12,21,-14
9,51,-25
0,70,-32
9,90,-1
10,104,23
53,101,18
40,99,36
28,58,33
34,29,3
5,29,-28
1,32,-5
13,45,3
26,50,-1
37,67,-6
24,68,-2
27,56,-3
28,54,-6
22,72,3
23,75,-1
28,75,-10
24,80,-9
28,83,-22
26,77,-42
13,71,-45
12,55,-37
13,47,-43
7,40,-43
16,37,-37
21,40,-29
26,44,-34
27,44,-41
24,38,-30
11,29,-38
-19,35,-33
12,41,-23
49,46,-22
40,54,-48
35,56,-49
37,51,-32
26,60,-15
30,46,-29
38,38,-32
81,29,-16
87,32,-8
118,19,-41
77,15,-34
86,6,-31
81,5,-34
84,11,-35
72,35,-27
58,45,-24
39,61,1
55,74,17
48,68,-3
54,65,1
27,62,-4
24,61,1
13,60,13
12,57,20
46,47,28
54,34,14
92,25,-18
91,18,-20
71,14,8
82,23,35
68,13,21
58,7,-4
69,0,-6
72,9,-18
68,24,-22
90,38,27
59,36,3
41,81,-13
110,71,-8
54,74,-43
15,78,-22
2,49,-5
13,37,-10
27,29,-27
61,25,-42
119,-2,7
82,0,-16
74,8,25
72,8,28
54,8,9
49,2,10
54,15,-12
80,14,-16
86,5,14
53,19,23
54,18,34
47,20,42
44,20,26
50,36,30
47,45,33
44,50,30
42,51,29
40,51,30
44,50,31
45,53,34
44,52,35
51,57,34
47,58,29
45,61,20
41,60,16
42,61,13
50,60,14
49,46,8
59,36,9
62,32,9
64,22,8
69,17,9
69,20,10
67,22,9
63,26,6
67,28,6
75,29,9
75,37,11
74,61,9
70,72,7
55,68,1
49,61,5
43,44,25
39,35,30
34,30,34
25,31,28
18,39,19
25,43,27
24,66,39
18,101,35
13,106,32
7,90,22
11,87,23
20,84,21
28,74,20
31,71,19
28,71,16
28,64,13
23,57,10
17,45,8
16,40,10
24,34,5
29,32,5
41,32,8
45,31,9
49,30,10
49,32,7
54,49,3
58,56,1
61,71,-3
71,80,4
59,54,4
48,95,-1
43,103,1
28,94,-2
26,79,2
26,56,11
26,49,15
24,44,13
26,44,14
27,41,10
25,42,10
28,56,11
30,70,12
23,83,10
22,72,10
24,60,24
25,55,28
32,53,33
35,57,36
28,64,35
20,60,22
16,56,16
14,48,13
18,47,14
37,47,16
41,44,14
51,39,15
54,35,13
57,39,6
61,45,5
68,54,5
64,58,0
55,69,-5
52,69,-4
48,70,1
43,79,-4
42,112,-20
30,108,-29
23,94,-31
16,85,-30
13,63,-23
16,40,-16
16,30,-13
26,20,-6
32,21,-7
32,30,-12
33,34,-10
37,52,-7
40,70,-4
37,89,-9
37,81,-8
35,82,1
37,81,7
51,58,21
48,35,25
39,20,28
33,22,21
29,31,1
35,40,0
47,51,2
55,54,7
58,52,15
51,51,14
40,46,8
35,43,5
33,42,6
29,45,5
29,47,7
30,54,11
30,57,12
29,70,10
32,81,13
29,68,15
30,66,13
34,73,15
32,76,14
28,71,9
26,64,8
24,49,11
24,43,11
22,37,8
22,38,6
19,40,5
19,45,5
19,59,3
20,75,0
22,81,0
25,79,3
29,83,7
34,91,17
33,69,22
33,25,35
28,33,32
27,48,22
29,53,16
32,55,14
32,47,13
45,32,13
77,24,15
62,20,10
69,19,11
75,15,3
74,13,4
81,6,17
77,5,10
71,1,19
89,2,10
72,5,4
78,8,11
85,19,10
58,38,-6
34,33,-5
8,21,6
-1,18,8
31,29,7
47,38,8
47,58,-18
75,67,-18
64,52,-40
78,44,-33
64,22,-39
54,11,-52
72,15,-42
70,18,-37
52,20,-38
52,19,-37
62,19,-36
65,17,-25
58,13,-32
44,12,-25
39,9,-26
40,8,-25
47,9,-28
46,13,-38
44,17,-38
53,21,-39
50,22,-40
50,24,-47
50,28,-49
52,31,-49
54,31,-49
52,23,-46
62,21,-37
62,17,-37
76,20,-31
66,21,-45
73,19,-48
58,17,-38
45,8,-29
38,12,-21
24,14,-13
29,16,-12
29,25,16
38,29,20
69,39,25
69,41,42
71,29,24
76,24,20
80,17,9
61,10,-3
60,11,-9
49,8,-8
43,2,-10
47,3,-17
43,1,-54
56,4,-67
36,8,-65
37,4,-67
29,3,-55
33,7,-38
34,12,-21
34,21,-37
38,23,-35
57,20,-26
51,26,-27
56,36,-35
52,33,-38
49,26,-38
55,24,-37
64,31,-31
74,29,-26
67,27,0
64,19,-4
62,6,-40
40,-2,-54
36,-12,-47
41,-4,-50
36,26,-55
35,35,-51
43,49,-11
59,31,-21
68,28,-25
45,21,-30
46,26,-21
50,29,-18
56,31,-16
53,28,-18
53,28,-19
56,24,-21
59,22,-24
55,18,-26
50,17,-29
48,17,-26
49,21,-26
51,21,-22
49,22,-26
52,23,-33
63,26,-29
53,25,-38
59,22,-40
56,16,-28
44,11,-36
44,12,-38
50,14,-18
49,11,-26
63,16,-22
62,19,-16
60,20,-18
61,17,-19
55,11,-19
59,10,-17
54,9,-19
53,10,-18
54,12,-15
54,14,-19
62,15,-22
58,16,-23
56,14,-24
59,13,-22
55,11,-24
54,10,-24
57,12,-23
56,13,-23
60,14,-20
63,14,-19
57,14,-21
56,13,-24
56,12,-25
49,11,-27
51,9,-27
60,9,-24
61,10,-22
52,9,-25
56,10,-25
58,9,-21
56,9,-22
54,8,-23
56,8,-23
57,8,-24
57,8,-23
57,8,-23
58,7,-23
57,7,-22
58,7,-21
56,6,-24
56,6,-23
55,6,-24
53,7,-28
53,7,-29
58,5,-31
55,3,-34
56,3,-35
59,6,-33
63,13,-29
60,11,-31
57,10,-27
53,8,-26
54,4,-21
53,4,-19
55,3,-22
57,3,-22
60,3,-23
57,4,-21
59,5,-23
59,4,-22
58,3,-22
56,3,-23
55,3,-24
56,3,-26
58,4,-24
58,4,-22
58,3,-23
57,3,-23
57,4,-23
57,4,-23
57,3,-24
56,4,-24
57,4,-23
57,4,-23
57,4,-23
57,4,-23
56,4,-24
56,4,-23
54,4,-23
50,6,-24
46,6,-23
47,5,-23
54,7,-21
55,6,-22
63,8,-25
61,8,-27
49,10,-28
44,11,-32
57,13,-29
56,13,-29
46,14,-29
46,17,-32
55,19,-34
59,19,-32
58,19,-30
61,18,-30
58,15,-38
53,14,-45
67,11,-45
69,9,-46
52,10,-40
46,10,-37
35,11,-24
28,10,-19
20,12,-26
54,20,-47
63,26,-43
50,34,-43
65,40,-39
73,33,-33
71,28,-22
68,19,-5
55,21,-13
55,22,-13
57,20,-18
55,23,-11
53,21,-7
48,17,-4
34,21,-2
28,29,-9
32,34,-14
29,33,-10
36,30,-16
41,35,-11
41,40,-8
59,50,-22
62,49,-42
85,37,-24
76,17,-13
76,15,-8
65,11,-10
56,17,-7
47,35,-4
39,42,-10
23,56,-23
17,57,-25
21,75,-26
29,82,-32
27,47,-43
25,38,-33
35,28,-17
39,32,-17
39,39,-21
42,43,-22
34,56,-14
47,72,-12
47,76,-12
34,95,-14
41,105,-13
13,87,-31
10,86,-13
3,86,-6
4,84,-6
13,77,-7
14,74,-4
8,67,1
12,64,2
14,58,-6
16,56,-10
22,55,-12
21,53,-11
30,52,-6
32,54,-5
29,53,-6
26,57,-10
31,64,-10
41,71,-5
44,73,-1
43,68,1
40,63,0
33,49,-1
30,43,-1
25,38,-2
23,37,-4
23,42,-7
23,47,-8
25,56,-8
28,61,-5
34,61,5
33,55,9
33,44,14
34,44,16
31,47,17
29,49,15
27,57,11
35,69,17
29,70,13
30,69,10
29,71,13
34,69,18
34,65,15
28,51,8
25,48,5
30,45,1
30,44,0
32,44,-5
34,44,-6
36,49,-8
30,54,-17
28,65,-17
17,62,-15
28,71,-2
21,65,-23
65,62,41
10,107,127
31,46,-58
52,68,-35
16,112,5
-42,95,-3
-37,48,-10
-8,51,-6
3,59,1
11,66,-28
28,71,-18
44,68,-29
49,62,-49
33,90,127
33,30,91
17,56,-18
9,55,-15
7,58,-14
5,59,-16
20,58,-9
25,61,-2
27,59,-5
25,57,-5
25,62,-10
40,62,-12
18,75,-26
2,79,-31
12,82,-30
3,93,-35
4,95,-30
7,75,-18
8,70,-11
7,62,-4
8,59,-2
12,52,-6
15,48,-7
25,48,0
29,48,1
29,43,2
30,39,3
41,29,8
48,29,10
57,36,6
64,35,-1
61,31,-13
52,28,-21
46,23,-34
41,25,-36
34,43,-43
38,65,-62
28,84,-78
5,122,-71
-42,127,16
-5,104,-37
34,65,-51
63,50,-44
71,44,-38
46,25,-39
38,19,-37
19,9,-33
36,8,-32
29,15,-13
40,16,-17
19,5,-34
21,1,-25
56,-15,-26
38,-20,-31
25,-29,-33
27,-29,-34
38,-19,-48
20,-16,-77
41,-8,-81
58,-4,-72
44,-4,-65
10,-13,-51
31,-19,-67
88,-31,-63
85,-41,-58
37,-33,-65
25,-31,-48
21,-17,4
54,-14,3
55,-19,20
68,-40,52
-47,-49,6
54,-40,75
-17,-30,55
-10,-17,52
59,-55,77
52,55,46
66,-50,39
43,-34,16
39,-26,44
-2,-11,46
1,-10,54
-19,-8,63
-29,-10,55
-18,-30,-12
8,-77,-61
67,-109,-1
122,-43,113
21,-34,111
35,-43,71
14,11,59
14,-7,103
10,-12,16
41,-26,22
10,-45,12
47,-38,52
28,-32,38
42,-37,63
3,-19,49
3,3,77
-8,5,79
-13,-3,76
-22,2,65
-24,6,48
-17,4,49
-16,5,78
-1,4,83
63,-17,65
89,-38,47
123,-113,-75
127,-90,-103
67,-5,-36
33,17,89
-1,-59,102
-49,-35,114
41,-4,100
122,7,76
123,51,-49
127,73,-103
118,50,-72
96,27,-37
-27,-8,-34
-1,-40,-88
14,-21,-78
36,-10,-42
60,-13,-43
45,-29,-35
20,-25,-47
42,-12,-47
50,-11,-41
42,-16,-49
40,-11,-38
64,-12,-11
65,-10,-7
63,4,-22
60,28,2
51,35,22
32,47,25
-6,72,3
13,59,3
127,9,-35
127,-24,-28
127,-39,18
81,16,46
48,35,37
30,32,3
36,19,-10
22,-7,-16
59,-5,-31
29,-3,-38
53,-11,-31
70,4,3
85,-5,-4
94,-14,11
71,-13,7
64,-6,-29
60,1,-40
88,-7,-50
96,-5,-33
77,4,3
105,38,50
87,12,-25
46,10,-17
26,13,-17
35,-5,-10
53,-14,-8
68,-31,-15
71,-28,-5
49,-23,14
29,-18,11
33,-21,-4
29,-28,-2
22,-24,10
10,-20,4
25,-9,1
21,-1,-10
25,6,-48
27,4,-62
42,12,-100
64,15,-128
-16,10,-128
59,-8,-128
25,-11,-90
-25,0,-67
-11,-1,-30
-59,-35,-59
-52,-28,-53
54,-9,-37
76,-13,-36
4,-23,-60
21,-3,-54
17,-18,-74
17,-26,-70
19,-20,-50
18,-15,-54
42,-12,-66
33,-12,-69
39,-16,-58
44,-32,-49
20,-17,-56
33,-25,-49
53,-26,-18
50,-28,-14
52,-13,-10
58,-21,-9
74,0,-35
86,11,-23
82,9,-35
66,7,-6
64,0,-6
80,-14,16
62,-21,8
64,11,51
52,-19,65
32,-31,67
21,-40,64
-3,-8,49
-17,-16,29
-10,-30,3
2,-30,-26
5,-55,-49
18,-58,-2
54,-41,92
82,-71,87
119,-58,55
90,-47,43
87,-11,20
16,-6,-23
3,-27,-40
-9,-28,-53
-14,-40,-66
4,-51,-46
26,-56,-39
85,-66,-32
92,-64,-21
61,-48,-23
43,-42,-31
-4,-30,-40
-14,-32,-42
-19,-38,-49
0,-40,-51
57,-51,-27
66,-52,-27
46,-42,-27
47,-37,-25
11,-34,-48
15,-36,-51
17,-38,-48
24,-41,-35
27,-40,-33
33,-39,-27
37,-39,-25
31,-39,-37
34,-40,-43
45,-37,-35
44,-37,-37
39,-38,-40
40,-38,-37
40,-38,-32
39,-38,-31
42,-38,-30
42,-39,-32
37,-39,-33
39,-35,-32
34,-37,-32
35,-38,-31
40,-37,-29
40,-37,-30
38,-36,-31
40,-38,-29
46,-38,-30
49,-40,-15
55,-40,-7
54,-35,12
54,-32,13
54,-19,-4
72,-21,-13
65,-7,-23
80,-16,-30
69,-24,-36
70,-30,-26
88,-49,6
81,-46,26
56,-50,69
39,-54,70
14,-69,17
-6,-55,35
10,-39,51
-6,-22,49
3,-21,98
-2,-26,106
1,-41,90
1,-38,77
-5,-41,72
-18,-39,57
-27,-35,55
-34,-17,64
-34,-1,71
-36,19,78
-33,27,77
2,35,52
14,40,58
13,37,30
7,38,18
-20,29,0
-33,23,-7
-53,19,-10
-60,14,-12
-76,6,-24
-93,-1,-21
-70,-15,-9
-36,-41,-12
-9,-47,-13
31,-64,-36
41,-64,-35
26,-80,-20
23,-88,-17
-9,-87,3
-31,-60,3
36,-39,30
40,-95,9
43,-20,-33
51,-59,-37
47,-73,-16
55,-75,4
38,-84,21
51,-66,46
48,-59,56
48,-48,59
67,-39,63
65,-36,59
87,-29,44
90,-42,39
101,-55,4
88,-52,-35
76,-47,-47
46,-22,-23
53,-43,15
-19,-41,14
-7,-50,21
-4,-58,40
6,-64,29
22,-36,26
31,-27,33
45,-33,19
59,-32,33
52,-24,24
44,-12,8
41,1,12
42,6,-5
28,9,-44
15,5,-52
0,-33,-67
-9,-31,-65
-19,-55,-91
-8,-45,-75
10,-46,-89
-1,-21,-89
-8,-1,-97
27,32,-101
23,34,-105
40,29,-65
71,26,-42
91,28,-19
127,36,-14
127,22,30
127,18,34
127,26,38
127,19,23
114,31,15
127,41,36
2,50,28
-8,40,-5
39,7,5
12,10,13
5,27,-5
-17,4,-99
18,9,-103
38,17,-74
42,40,-86
121,39,-128
96,26,-128
39,4,-125
42,-5,-96
-16,-4,-66
-12,0,-53
-7,24,-31
-8,22,-33
-2,3,-48
33,-2,-64
97,-20,-41
115,-13,-8
21,3,-2
53,12,-23
52,36,-81
38,53,-90
49,86,-113
19,112,-120
28,98,-91
38,76,-36
40,66,-25
-50,65,38
-32,54,32
-7,67,-17
44,63,-27
-4,80,-80
11,65,-95
15,43,-80
0,35,-74
16,22,-61
23,17,-33
28,27,-24
33,24,-12
60,35,13
64,39,19
43,27,-34
77,22,-58
104,34,-67
38,60,-70
37,68,-69
34,82,-62
-1,81,-67
0,65,-64
13,77,-53
-17,71,-38
-4,74,-50
29,58,-9
7,51,18
-37,53,-3
-23,64,1
24,60,-25
4,88,-31
19,90,-44
29,85,-42
-24,75,-53
0,70,-66
10,51,-67
-3,42,-69
1,34,-48
15,28,-23
25,30,1
54,21,-19
79,19,-34
79,47,-61
68,65,-62
81,73,-42
71,83,-48
55,77,-38
40,82,-44
34,88,-51
38,98,-20
33,109,-19
33,92,-30
22,95,-42
22,94,-41
8,71,-29
8,60,-27
16,50,-28
19,49,-13
13,37,-6
25,34,32
24,56,52
-9,22,-18
67,2,-19
50,41,5
72,45,-10
74,24,-1
66,23,-10
69,24,-17
81,38,3
51,23,12
37,-5,16
54,16,16
61,11,14
61,11,7
76,16,6
84,51,7
98,63,7
101,84,7
90,83,0
57,70,-20
33,39,-21
32,23,-16
34,5,2
32,-3,13
37,-15,34
35,-18,28
25,-6,-1
18,5,-4
10,23,1
18,40,12
31,69,12
41,80,13
67,91,39
67,91,45
58,64,47
53,59,46
40,85,22
37,94,26
19,88,18
14,80,9
22,53,18
27,46,29
35,37,38
31,40,40
25,42,38
0,21,36
-17,10,32
-28,11,27
-17,21,26
-13,40,13
-2,50,15
-3,73,-11
10,83,-6
82,97,40
77,78,37
68,90,21
52,88,20
44,64,28
41,51,27
14,29,24
2,25,22
-10,21,20
-12,18,21
3,28,28
19,48,13
23,59,-4
46,87,-32
74,96,-32
81,78,-13
95,68,-6
71,70,-24
48,58,-29
32,47,-10
33,41,-3
39,30,16
22,32,68
73,30,47
12,-4,-5
35,10,9
43,16,17
17,37,5
16,51,11
20,87,21
18,89,11
32,96,13
10,82,-10
16,86,-8
37,73,11
26,64,3
12,97,-44
22,96,-49
26,73,-57
25,60,-61
19,83,127
16,29,24
13,52,-20
5,45,-15
-8,40,-11
-10,38,-13
-12,36,-18
-1,43,-15
-1,60,-26
-6,67,-41
0,66,-43
6,68,-45
18,70,-37
27,58,25
20,72,36
5,103,12
6,100,19
6,74,12
7,66,14
5,56,-11
11,49,1
15,39,-21
16,42,-22
22,44,-2
6,49,-1
16,59,-7
21,62,-10
31,53,-13
37,53,-22
50,55,-23
44,55,-30
27,62,-28
16,75,-24
-6,78,-30
-11,76,-47
-33,76,-38
-16,64,-18
-13,62,-27
5,60,-24
9,55,-27
23,50,-30
22,46,-34
27,44,-31
9,43,-36
1,41,-40
0,40,-42
4,39,-22
-9,47,-14
-17,53,-9
-8,53,-22
12,47,-29
17,52,-22
35,67,-20
42,73,-12
54,93,2
25,75,-36
28,66,-33
7,46,-28
-2,44,-18
-3,41,-4
5,35,-13
19,35,-19
19,38,-22
35,51,-26
24,59,-16
22,70,13
23,67,13
34,62,6
39,75,5
42,76,-14
19,53,-5
49,77,20
66,86,37
38,91,23
8,82,11
56,43,1
31,53,32
60,53,45
56,49,36
55,53,29
34,49,44
37,45,50
38,42,42
34,40,42
30,36,42
22,33,37
20,27,37
14,29,34
5,29,33
-12,32,37
-2,26,47
-3,28,48
0,25,41
3,18,33
-1,16,25
-1,7,14
38,-5,11
44,-35,-2
90,-41,-1
94,-32,10
99,-33,0
109,-8,-16
79,-12,-21
84,-12,-24
73,-9,-30
49,-17,-38
57,-20,-33
46,-11,-53
41,-8,-61
44,1,-70
46,9,-60
50,1,-37
62,1,-30
57,-11,-20
50,-11,-16
40,-17,-18
38,-15,-23
73,-21,-25
77,-8,-11
69,-1,-8
43,10,-6
37,9,3
48,20,33
57,25,44
58,13,29
64,2,30
55,1,25
54,4,24
45,10,23
41,11,22
30,11,13
25,10,8
19,14,3
20,21,4
64,39,18
85,38,20
126,40,41
114,31,44
90,23,36
91,29,39
83,36,35
89,56,41
93,63,40
94,65,12
114,73,3
119,71,-16
112,61,-32
72,42,-35
48,40,-29
36,34,-10
30,33,2
25,16,21
11,7,21
1,-13,18
-12,-13,17
7,-25,8
29,-37,4
23,-48,-20
41,-45,4
94,-43,39
109,-46,39
107,-39,-13
127,-37,9
119,-40,4
79,-37,15
75,-37,32
54,-36,29
14,-31,16
-4,-24,30
-33,-18,0
-35,-25,-8
-31,-14,-38
-9,4,-29
13,3,-1
34,2,39
31,-12,42
32,-30,66
29,-49,39
39,-44,26
49,-41,20
35,-18,6
35,-13,4
65,-5,-2
85,-1,-18
95,1,-14
94,3,-36
107,19,-29
121,45,-3
121,43,-3
94,41,6
84,37,14
64,27,21
56,27,21
42,26,14
37,27,12
31,34,12
44,38,21
63,44,32
61,42,27
52,31,25
49,26,29
40,17,22
50,19,19
52,19,19
58,18,11
68,16,7
57,18,4
42,20,1
27,26,-9
26,29,-9
22,41,-22
28,42,-22
28,42,-13
38,39,-3
60,50,-16
64,67,-6
87,102,127
25,62,18
46,60,10
30,63,11
20,62,12
29,62,2
49,63,-4
50,61,0
41,54,2
37,48,1
38,46,3
37,41,4
39,39,1
51,41,-1
56,47,-4
49,54,-10
47,55,-12
47,52,-12
46,47,-12
44,36,-12
43,32,-13
46,27,-14
48,26,-14
47,24,-17
49,25,-15
48,28,-13
49,30,-12
54,34,-14
58,37,-14
64,41,-8
65,35,-6
65,34,-7
76,31,-13
81,27,-13
90,7,-10
93,-4,-3
101,-17,-8
97,-16,-14
89,-18,-23
81,-16,-19
51,-14,-8
43,-10,-2
18,-7,7
15,-7,10
13,-8,16
13,-9,16
15,-14,12
18,-23,10
31,-36,14
41,-43,16
36,-62,8
41,-60,11
38,-64,7
44,-77,-1
39,-59,-2
19,-45,-7
27,-47,-6
37,-60,-9
39,-58,-10
